product,synonyms
თუნუქის ჟოლობის ღარი,"['დაზიანებული თუნუქის სახურავის დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'დაზიანებული ჟოლობის დემონტაჟი', 'თუნუქის ჟოლობის მუხლი', 'თუნუქის სახურავის მოწყობა', 'თუნუქის ღარის სამაგრი', 'თუნუქის ღარის ძაბრი', 'პლასტმასის ჟოლობის მუხლი', 'პლასტმასის ჟოლობის ღარი', 'პროფილირებული თუნუქის ფილა']"
თუნუქის ღარის ძაბრი,"['დაზიანებული თუნუქის სახურავის დემონტაჟი', 'თუნუქის ჟოლობის მუხლი', 'თუნუქის ჟოლობის ღარი', 'თუნუქის სახურავის მოწყობა', 'თუნუქის ღარის სამაგრი', 'პლასტმასის ღარის სამაგრი', 'პლასტმასის ღარის ძაბრი', 'პროფილირებული თუნუქის ფილა']"
თუნუქის ღარის სამაგრი,"['ალუკაბონდის სამაგრი კონსტრუქციის მონტაჟი/დადუღება', 'დაზიანებული თუნუქის სახურავის დემონტაჟი', 'თუნუქის ჟოლობის მუხლი', 'თუნუქის ჟოლობის ღარი', 'თუნუქის სახურავის მოწყობა', 'თუნუქის ღარის ძაბრი', 'პერიმეტრის პროფილი სამაგრი დეტალებით', 'პლასტმასის ღარის სამაგრი', 'პლასტმასის ღარის ძაბრი', 'პროფილირებული თუნუქის ფილა']"
თუნუქის ჟოლობის მუხლი,"['დაზიანებული თუნუქის სახურავის დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'დაზიანებული ჟოლობის დემონტაჟი', 'თუნუქის ჟოლობის ღარი', 'თუნუქის სახურავის მოწყობა', 'თუნუქის ღარის სამაგრი', 'თუნუქის ღარის ძაბრი', 'პლასტმასის ჟოლობის მუხლი', 'პლასტმასის ჟოლობის ღარი', 'პროფილირებული თუნუქის ფილა']"
მემბრანა ტოლის მოწყობა სახურავზე,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'დაზიანებული მემბრანა ტოლის დემონტაჟი სახურავზე', 'დიფუზიური მემბრანა', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლი (ორი პირი)', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების დემონტაჟი', 'სახურავზე კრამიტის ფილების მოწყობა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა']"
მემბრანა ტოლი (ორი პირი),"['დაზიანებული მემბრანა ტოლის დემონტაჟი სახურავზე', 'დიფუზიური მემბრანა', 'მემბრანა ტოლის მოწყობა სახურავზე']"
სასაწყობე ელექტრო კარი ჟალუზის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'სასაწყობე ელექტრო კარი ჟალუზის დემონტაჟი', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა', 'ხის კარი']"
პლასტმასის ხუფი,"['მეტალო პლასტმასის კარები ერთფრთიანი', 'მეტალო პლასტმასის კარები ორფრთიანი', 'მეტალო პლასტმასის ფანჯარა ერთფრთიანი', 'მეტალო პლასტმასის ფანჯარა ორფრთიანი', 'მეტალო პლასტმასის ფანჯარა სამფრთიანი', 'პლასტმასის ჟოლობის მუხლი', 'პლასტმასის ჟოლობის ღარი', 'პლასტმასის ღარის სამაგრი', 'პლასტმასის ღარის ძაბრი', 'პლინტუსი პლასტმასის']"
ფოლადის საკიდები,"['ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
სახურავზე კრამიტის ფილების მოწყობა,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'დაზიანებული არმსტრონგის ფილების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'დაზიანებული მემბრანა ტოლის დემონტაჟი სახურავზე', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების დემონტაჟი', 'ფილების სამონტაჟო პლასტიკატის დეტალები', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა', 'შინგლის/რბილი კრამიტის დემონტაჟი']"
კრამიტი უცხოურ ბაზარზე,"['კრამიტი ადგილობრივ ბაზარზე (მეორადი)', 'კრამიტი ბიტუმის დრეკადი']"
კრამიტი ადგილობრივ ბაზარზე (მეორადი),"['კრამიტი ბიტუმის დრეკადი', 'კრამიტი უცხოურ ბაზარზე']"
დიფუზიური მემბრანა,"['დაზიანებული მემბრანა ტოლის დემონტაჟი სახურავზე', 'მემბრანა ტოლი (ორი პირი)', 'მემბრანა ტოლის მოწყობა სახურავზე']"
სხვა დამხმარე სამონტაჟო მასალები,"['სამონტაჟო ქაფი', 'სამონტაჟო ქაფი 1000 მგ', 'სამონტაჟო წებო 280 მმ', 'სხვა მასალები', 'ფილების სამონტაჟო პლასტიკატის დეტალები', 'ჩამრთველი ერთკლავიშა, სამონტაჟო კოლოფებით', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის სამონტაჟო პროფილები']"
პოლიკარბონატის სახურავის მოწყობა,"['აზბესტის სახურავის დემონტაჟი (შიფერი)', 'აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'დაზიანებული თუნუქის სახურავის დემონტაჟი', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის დემონტაჟი', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების მოწყობა', 'სენდვიჩ პანელის სახურავის გადაბმების დამუშავება გერმეტიკით.', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა']"
ფიჭური პოლიკარბონატის ფილა,"['აზბესტის ფილა', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პოლიკარბონატის სახურავის დემონტაჟი', 'პოლიკარბონატის სახურავის მოწყობა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა']"
ქედის  პროფილი F,"['კედლის პროფილი F', 'პერიმეტრის პროფილი სამაგრი დეტალებით', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
კედლის პროფილი F,"['აგურის კედლის ამოშენება', 'აგურის კედლის დემონტაჟი', 'ბლოკის კედლის ამოშენება', 'ბლოკის კედლის დემონტაჟი', 'დაზიანებული კედლის ფენილების გასუფთავება', 'კედლის დამუშავება/შეღებვა', 'კედლის ლესვა', 'კედლის ნალესის დემონტაჟი', 'პერიმეტრის პროფილი სამაგრი დეტალებით', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის კედლის ფილა', 'ქედის  პროფილი F', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
აზბესტის სახურავის მოწყობა (შიფერი),"['აზბესტის სახურავის დემონტაჟი (შიფერი)', 'აზბესტის ფილა', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'დაზიანებული თუნუქის სახურავის დემონტაჟი', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის დემონტაჟი', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების მოწყობა', 'სენდვიჩ პანელის სახურავის გადაბმების დამუშავება გერმეტიკით.', 'სენდვიჩ პანელის სახურავის ფილა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა']"
აზბესტის ფილა,"['აზბესტის სახურავის დემონტაჟი (შიფერი)', 'აზბესტის სახურავის მოწყობა (შიფერი)', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
ლურსმანი,"['ლურსმანი მოთუთიებული', 'პლინტუსის ლურსმანი']"
რბილი იტაკის მოწყობა,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იატაკი', 'რბილი იტაკის დემონტაჟი', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების მოწყობა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა']"
რბილი იატაკი,"['ვინილის იატაკი', 'ლინოლეომის იატაკი', 'რბილი იტაკის დემონტაჟი', 'რბილი იტაკის მოწყობა']"
აგურის კედლის ამოშენება,"['აგურის კედლის დემონტაჟი', 'ბლოკის კედლის ამოშენება', 'ბლოკის კედლის დემონტაჟი', 'დაზიანებული კედლის ფენილების გასუფთავება', 'კედლის დამუშავება/შეღებვა', 'კედლის ლესვა', 'კედლის ნალესის დემონტაჟი', 'კედლის პროფილი F', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის კედლის ფილა']"
ალუკაბონდის სამაგრი კონსტრუქციის მონტაჟი/დადუღება,"['ალუკაბონდის აღდგენა/ჩანაცვლება', 'ალუკაბონდის დემონტაჟი', 'ალუკაბონდის კონსტრუქციის დემონტაჟი', 'თუნუქის ღარის სამაგრი', 'პერიმეტრის პროფილი სამაგრი დეტალებით', 'პლასტმასის ღარის სამაგრი']"
ალუკაბონდის აღდგენა/ჩანაცვლება,"['ალუკაბონდის დემონტაჟი', 'ალუკაბონდის კონსტრუქციის დემონტაჟი', 'ალუკაბონდის სამაგრი კონსტრუქციის მონტაჟი/დადუღება']"
მოჭიმული იატაკის მოწყობა,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'თუნუქის სახურავის მოწყობა', 'იატაკის ლაქი', 'იატაკის პლინტუსების მოწყობა', 'ლამინირებული იატაკის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის დემონტაჟი', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების მოწყობა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
ქვიშა-ცემენტი,['ქვიშა-ცემენტის ნარევი']
შენადუღი ლითონის ბადე  200*200*5 მმ,"['ბადე', 'ბადე ზოლოვანა', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'სამონტაჟო წებო 280 მმ']"
კედლის ლესვა,"['აგურის კედლის ამოშენება', 'აგურის კედლის დემონტაჟი', 'ბლოკის კედლის ამოშენება', 'ბლოკის კედლის დემონტაჟი', 'დაზიანებული კედლის ფენილების გასუფთავება', 'კედლის დამუშავება/შეღებვა', 'კედლის ნალესის დემონტაჟი', 'კედლის პროფილი F', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის კედლის ფილა']"
სარეკლამო მანათობელი ყუთის მოწყობა,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის დემონტაჟი', 'სახურავზე კრამიტის ფილების მოწყობა', 'შინგლის სახურავი/რბილი კრამიტის მოწყობა']"
დიბონდი ფილა (3მმ),"['აზბესტის ფილა', 'დვპ-ს ფილა', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
პვხ ფილა,"['აზბესტის ფილა', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
ორგიმანზე ბეჭდვა (ფასი განისაზღვრება ასოებისა და გამოსახულებების რაოდენობისა და ზომების მიხედვით),"['ელექტროობის ერთი წერტილის ფასი', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²']"
შიდა პანელური ლედ სანათი,['სანათი']
კაბელი 2*1.5,"['კაბელი 3X2,5 მმ²']"
ვინილის/ლინოლეუმის იატაკის აღდგენა,"['გაჯის ბათქაშის აღდგენა', 'დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'დაზიანებული ჟოლობის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'იატაკის ლაქი', 'იატაკის პლინტუსების მოწყობა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'ლამინირებული იატაკის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი']"
ვინილის იატაკი,"['ლინოლეომის იატაკი', 'რბილი იატაკი']"
ლინოლეომის იატაკი,"['ვინილის იატაკი', 'რბილი იატაკი']"
შინგლის სახურავი/რბილი კრამიტის მოწყობა,"['აზბესტის სახურავის მოწყობა (შიფერი)', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'ბარისოლის მოწყობა', 'თუნუქის სახურავის მოწყობა', 'იატაკის პლინტუსების მოწყობა', 'მემბრანა ტოლის მოწყობა სახურავზე', 'მოჭიმული იატაკის მოწყობა', 'პოლიკარბონატის სახურავის მოწყობა', 'რბილი იტაკის მოწყობა', 'სარეკლამო მანათობელი ყუთის მოწყობა', 'სახურავზე კრამიტის ფილების დემონტაჟი', 'სახურავზე კრამიტის ფილების მოწყობა', 'შინგლის/რბილი კრამიტის დემონტაჟი']"
კრამიტი ბიტუმის დრეკადი,"['კრამიტი ადგილობრივ ბაზარზე (მეორადი)', 'კრამიტი უცხოურ ბაზარზე']"
ლურსმანი მოთუთიებული,"['ლურსმანი', 'პლინტუსის ლურსმანი', 'ხრახნი მოთუთიებული']"
ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი,"['დაზიანებული იატაკის პლინტუსების დემონტაჟი', 'დაზიანებული ლამინირებული იატაკის ფილების დემონტაჟი', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'ვინილის/ლინოლეუმის იატაკის დემონტაჟი', 'იატაკის ლაქი', 'იატაკის პლინტუსების მოწყობა', 'ლამინირებული იატაკის აღდგენა', 'ლამინირებული იატაკის ფილა', 'მოჭიმული იატაკის დემონტაჟი', 'მოჭიმული იატაკის მოწყობა', 'პარკეტის იატაკის ზედაპირის მოხვეწა/შეღებვა/მონტაჟი', 'პლინტუსი ხის', 'ხის იატაკის დემონტაჟი', 'ხის კარი', 'ხის მასალა', 'ხის ფანჯარა', 'ხის ფანჯრის/კარის დემონტაჟი', 'ხის ფანჯრის/კარის მონტაჟი', 'ხის ფიცარი']"
ხის ფიცარი,"['პლინტუსი ხის', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი', 'ხის კარი', 'ხის მასალა', 'ხის ფანჯარა', 'ხის ფანჯრის/კარის დემონტაჟი', 'ხის ფანჯრის/კარის მონტაჟი']"
ხის ფანჯრის/კარის მონტაჟი,"['ახალი მდფ-ის  კარის ბლოკის მონტაჟი', 'პლინტუსი ხის', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი', 'ხის კარი', 'ხის მასალა', 'ხის ფანჯარა', 'ხის ფანჯრის/კარის დემონტაჟი', 'ხის ფიცარი']"
ხის ფანჯარა,"['თერმო ალუმინის (ალდოქსი) ფანჯარა ერთფრთიანი', 'თერმო ალუმინის ფანჯარა (ალდოქსი) ორფრთიანი', 'თერმო ალუმინის ფანჯარა (ალდოქსი) სამფრთიანი', 'იზოპროფილის ფანჯარა ერთფრთიანი', 'იზოპროფილის ფანჯარა ორფრთიანი', 'იზოპროფილის ფანჯარა სამფრთიანი', 'მეტალო პლასტმასის ფანჯარა ერთფრთიანი', 'მეტალო პლასტმასის ფანჯარა ორფრთიანი', 'მეტალო პლასტმასის ფანჯარა სამფრთიანი', 'პლინტუსი ხის', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი', 'ხის კარი', 'ხის მასალა', 'ხის ფანჯრის/კარის დემონტაჟი', 'ხის ფანჯრის/კარის მონტაჟი', 'ხის ფიცარი']"
ხის კარი,"['პლინტუსი ხის', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სასაწყობე ელექტრო კარი ჟალუზის დემონტაჟი', 'ხის იატაკის დემონტაჟი', 'ხის იატაკის მოხვეწა/შეღებვა/მონტაჟი', 'ხის მასალა', 'ხის ფანჯარა', 'ხის ფანჯრის/კარის დემონტაჟი', 'ხის ფანჯრის/კარის მონტაჟი', 'ხის ფიცარი']"
სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა,"['აგურის კედლის ამოშენება', 'აგურის კედლის დემონტაჟი', 'არმსტრონგის (ნესტგამძლე) შეკიდული ჭერის მოწყობა', 'არმსტრონგის ჭერის კარკასი დეტალებით', 'ბლოკის კედლის ამოშენება', 'ბლოკის კედლის დემონტაჟი', 'გასაჭიმი ჭერის რულონი', 'გაჯის ბათქაშის აღდგენა', 'დაზიანებული კედლის ფენილების გასუფთავება', 'დაზიანებული ჟოლობის აღდგენა', 'დაზიანებული ჭერის ფენილის გასუფთავება', 'ვინილის/ლინოლეუმის იატაკის აღდგენა', 'თაბ.მუყ. ტიხრის აღდგენა', 'თაბ.მუყ. ჭერის/კედლის აღდგენა', 'კაფელ-მეტლახის/გრანიტის აღდგენა', 'კედლის დამუშავება/შეღებვა', 'კედლის ლესვა', 'კედლის ნალესის დემონტაჟი', 'კედლის პროფილი F', 'ლამინირებული იატაკის აღდგენა', 'მდფ/ლამინირებული ავეჯის ნაწილობრივი აღდგენა', 'ნარმას ჭერის აღდგენა (ბიაზი)', 'ნარმის ჭერის დემონტაჟი', 'სასაწყობე ელექტრო კარი ჟალუზის აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის გადაბმების დამუშავება გერმეტიკით.', 'სენდვიჩ პანელის სახურავის ფილა', 'შეკიდული ჭერის Pპროფილი', 'შეკიდული ჭერის ნათურა, დღის ნათებით', 'შეღებილი ქაღალდის ჭერის/კედლის ფენილის აღდგენა', 'შპალერის აღდგენა', 'ჭერის დამუშავება/შეღებვა', 'ჭერის პროფილი, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის პროფილი, საკიდები, გამჭედი დუბელი და სხვ. მასალები 1მ²', 'ჭერის სამონტაჟო პროფილები']"
სენდვიჩ პანელის კედლის ფილა,"['აგურის კედლის ამოშენება', 'აგურის კედლის დემონტაჟი', 'აზბესტის ფილა', 'ბლოკის კედლის ამოშენება', 'ბლოკის კედლის დემონტაჟი', 'დაზიანებული კედლის ფენილების გასუფთავება', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'კედლის დამუშავება/შეღებვა', 'კედლის ლესვა', 'კედლის ნალესის დემონტაჟი', 'კედლის პროფილი F', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის სახურავის გადაბმების დამუშავება გერმეტიკით.', 'სენდვიჩ პანელის სახურავის ფილა', 'ფიჭური პოლიკარბონატის ფილა']"
სენდვიჩ პანელის სახურავის ფილა,"['აზბესტის სახურავის დემონტაჟი (შიფერი)', 'აზბესტის სახურავის მოწყობა (შიფერი)', 'აზბესტის ფილა', 'დაზიანებული თუნუქის სახურავის დემონტაჟი', 'დვპ-ს ფილა', 'დიბონდი ფილა (3მმ)', 'თაბ.მუყ. ნესტგამძლე ფილა 12,5 მმ', 'თუნუქის სახურავის მოწყობა', 'კერამიკული ფილა', 'ლამინატის ფილა (3,6X2,1)', 'ლამინატის ფილა (3,6X2,1) დაჭრა/დაწიბოება', 'ლამინირებული იატაკის ფილა', 'მდფ-ის ფილა (2,88X1,2)', 'მდფ-ის ფილა (2,88X1,2) დაჭრა/დაწიბოება', 'პვხ ფილა', 'პოლიკარბონატის სახურავის დემონტაჟი', 'პოლიკარბონატის სახურავის მოწყობა', 'პროფილირებული თუნუქის ფილა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი აღდგენა', 'სენდვიჩ პანელის კედლის - ჭერის  ნაწილობრივი დემონტაჟი', 'სენდვიჩ პანელის კედლის ფილა', 'სენდვიჩ პანელის სახურავის გადაბმების დამუშავება გერმეტიკით.', 'ფიჭური პოლიკარბონატის ფილა']"
